Date,Open,High,Low,Close,Adj Close,Volume
2019-06-03,87.040001,87.589996,87.040001,87.589996,87.589996,0.0
2019-06-04,86.970001,88.260002,86.970001,88.260002,88.260002,210.0
2019-06-05,88.360001,88.639999,88.360001,88.639999,88.639999,0.0
2019-06-06,88.75,89.0,88.5,88.5,88.5,127.0
2019-06-07,88.800003,89.32,88.800003,89.290001,89.290001,51.0
2019-06-08,89.09000133333333,89.436666,89.08667,89.41333533333334,89.41333533333334,34.0
2019-06-09,89.37999966666668,89.553332,89.373337,89.53666966666667,89.53666966666667,17.0
2019-06-10,89.669998,89.669998,89.660004,89.660004,89.660004,0.0
2019-06-11,89.82,90.239998,89.82,90.239998,90.239998,0.0
2019-06-12,89.949997,90.099998,89.949997,90.019997,90.019997,11.0
2019-06-13,89.93,90.199997,89.93,90.199997,90.199997,0.0
2019-06-14,89.889999,89.889999,89.589996,89.720001,89.720001,190.0
2019-06-15,89.84666666666666,89.84666666666666,89.57999666666666,89.66666666666666,89.66666666666666,145.66666666666666
2019-06-16,89.80333433333334,89.80333433333334,89.56999733333333,89.61333233333333,89.61333233333333,101.33333333333331
2019-06-17,89.760002,89.760002,89.559998,89.559998,89.559998,57.0
2019-06-18,89.309998,90.900002,89.309998,90.709999,90.709999,6553.0
2019-06-19,90.949997,91.010002,90.949997,91.010002,91.010002,0.0
2019-06-20,91.639999,91.800003,91.370003,91.370003,91.370003,500.0
2019-06-21,91.459999,91.459999,91.080002,91.080002,91.080002,50.0
2019-06-22,91.38666533333333,91.38666533333333,90.91666666666666,90.983335,90.983335,249.33333333333331
2019-06-23,91.31333166666668,91.31333166666668,90.75333133333334,90.886668,90.886668,448.6666666666667
2019-06-24,91.239998,91.239998,90.589996,90.790001,90.790001,648.0
2019-06-25,90.550003,90.699997,90.550003,90.699997,90.699997,14.0
2019-06-26,90.540001,90.82,90.510002,90.510002,90.510002,879.0
2019-06-27,90.739998,90.82,90.68,90.68,90.68,767.0
2019-06-28,90.849998,91.370003,90.849998,91.370003,91.370003,0.0
2019-06-29,91.269999,91.68333466666668,91.269999,91.68333466666668,91.68333466666668,35.0
2019-06-30,91.69,91.99666633333332,91.69,91.99666633333332,91.99666633333332,70.0
2019-07-01,92.110001,92.309998,92.110001,92.309998,92.309998,105.0
2019-07-02,92.510002,92.510002,92.339996,92.339996,92.339996,60.0
2019-07-03,92.470001,93.410004,92.470001,93.410004,93.410004,18.0
2019-07-04,93.529999,93.639999,93.529999,93.550003,93.550003,961.0
2019-07-05,93.440002,93.440002,92.82,92.82,92.82,0.0
2019-07-06,93.18000266666668,93.18000266666668,92.74000066666666,92.743332,92.743332,55.333333333333336
2019-07-07,92.92000333333334,92.92000333333334,92.66000133333333,92.666664,92.666664,110.66666666666669
2019-07-08,92.660004,92.660004,92.580002,92.589996,92.589996,166.0
2019-07-09,92.040001,92.040001,91.760002,91.760002,91.760002,53.0
2019-07-10,91.709999,92.0,91.709999,91.839996,91.839996,50.0
2019-07-11,92.07,92.07,91.849998,91.849998,91.849998,0.0
2019-07-12,91.940002,92.209999,91.940002,92.209999,92.209999,0.0
2019-07-13,92.10666866666668,92.32666533333332,92.05333433333334,92.32666533333332,92.32666533333332,11.0
2019-07-14,92.27333533333334,92.44333166666668,92.16666666666669,92.44333166666668,92.44333166666668,22.0
2019-07-15,92.440002,92.559998,92.279999,92.559998,92.559998,33.0
2019-07-16,92.559998,92.779999,92.559998,92.779999,92.779999,0.0
2019-07-17,92.720001,92.720001,92.269997,92.269997,92.269997,1130.0
2019-07-18,91.660004,91.860001,91.660004,91.779999,91.779999,635.0
2019-07-19,92.330002,92.330002,92.190002,92.190002,92.190002,0.0
2019-07-20,92.24000066666666,92.32000233333332,92.14666733333334,92.226669,92.226669,0.0
2019-07-21,92.14999933333333,92.31000266666666,92.10333266666666,92.263336,92.263336,0.0
2019-07-22,92.059998,92.300003,92.059998,92.300003,92.300003,0.0
2019-07-23,92.720001,93.169998,92.720001,93.169998,93.169998,0.0
2019-07-24,93.410004,93.620003,93.410004,93.620003,93.620003,13.0
2019-07-25,93.949997,94.0,93.120003,93.150002,93.150002,29.0
2019-07-26,93.239998,93.260002,93.230003,93.260002,93.260002,45.0
2019-07-27,93.13666533333334,93.346667,93.130002,93.163335,93.163335,142.66666666666669
2019-07-28,93.03333266666668,93.433332,93.030001,93.066668,93.066668,240.33333333333331
2019-07-29,92.93,93.519997,92.93,92.970001,92.970001,338.0
2019-07-30,92.650002,92.650002,91.470001,91.470001,91.470001,0.0
2019-07-31,91.470001,91.580002,91.470001,91.580002,91.580002,0.0
2019-08-01,91.419998,92.18,91.419998,92.110001,92.110001,34.0
2019-08-02,90.209999,90.529999,89.870003,89.870003,89.870003,97.0
2019-08-03,89.73666633333333,89.94999966666667,89.136668,89.136668,89.136668,635.6666666666666
2019-08-04,89.26333366666667,89.37000033333334,88.403333,88.403333,88.403333,1174.3333333333333
2019-08-05,88.790001,88.790001,87.669998,87.669998,87.669998,1713.0
2019-08-06,87.800003,87.800003,87.43,87.43,87.43,0.0
2019-08-07,87.709999,87.709999,87.690002,87.690002,87.690002,0.0
2019-08-08,88.620003,89.230003,88.620003,89.230003,89.230003,50.0
