Date,Open,High,Low,Close,Adj Close,Volume
2019-06-03,220.009995,221.899994,215.130005,216.259995,206.277267,596200.0
2019-06-04,218.610001,225.0,216.419998,224.830002,214.451691,472800.0
2019-06-05,226.770004,234.570007,225.949997,234.5,223.675293,959200.0
2019-06-06,234.899994,239.690002,234.259995,237.580002,226.613144,635800.0
2019-06-07,239.139999,242.509995,238.830002,240.300003,229.207581,448000.0
2019-06-08,239.99333166666665,243.45332866666664,239.543335,241.53000366666663,230.38080866666667,438400.0
2019-06-09,240.8466643333333,244.39666233333332,240.256668,242.7600043333333,231.55403633333333,428800.0
2019-06-10,241.699997,245.339996,240.970001,243.990005,232.727264,419200.0
2019-06-11,246.070007,246.070007,233.190002,236.350006,225.439911,783200.0
2019-06-12,235.679993,237.320007,233.690002,234.850006,224.009155,523600.0
2019-06-13,236.470001,236.470001,231.119995,234.820007,223.98053,443500.0
2019-06-14,234.830002,236.509995,232.610001,235.779999,224.896164,328000.0
2019-06-15,235.11333233333332,237.009995,232.37666866666663,234.71666466666667,223.881948,347300.0
2019-06-16,235.39666266666663,237.509995,232.1433363333333,233.65333033333332,222.867732,366600.0
2019-06-17,235.679993,238.009995,231.910004,232.589996,221.853516,385900.0
2019-06-18,233.130005,235.649994,233.130005,233.589996,222.807327,439700.0
2019-06-19,233.220001,237.160004,231.410004,236.649994,225.726044,519500.0
2019-06-20,239.460007,243.240005,236.070007,237.440002,226.479614,563100.0
2019-06-21,237.169998,237.539993,232.240005,232.399994,221.672226,747100.0
2019-06-22,236.00999933333333,237.063329,232.370005,233.26999433333333,222.50207533333327,637033.3333333334
2019-06-23,234.85000066666663,236.586665,232.500005,234.13999466666667,223.33192466666668,526966.6666666666
2019-06-24,233.690002,236.110001,232.630005,235.009995,224.161774,416900.0
2019-06-25,234.779999,234.919998,230.509995,230.75,220.098404,365800.0
2019-06-26,231.710007,233.020004,228.850006,231.520004,220.832886,490400.0
2019-06-27,232.229996,234.220001,231.119995,234.100006,223.293777,547000.0
2019-06-28,235.300003,238.949997,234.960007,238.789993,227.767288,652700.0
2019-06-29,237.58667,240.03999833333333,236.4133403333333,239.363327,228.314153,580633.3333333334
2019-06-30,239.873337,241.12999966666663,237.86667366666663,239.936661,228.861018,508566.6666666666
2019-07-01,242.160004,242.220001,239.320007,240.509995,229.407883,436500.0
2019-07-02,241.220001,245.789993,240.800003,244.580002,233.290039,401900.0
2019-07-03,244.679993,245.820007,243.119995,245.570007,234.234299,170200.0
2019-07-04,244.6199955,245.590004,241.3899995,243.93,232.670006,273550.0
2019-07-05,244.559998,245.360001,239.660004,242.289993,231.105713,376900.0
2019-07-06,241.9633333333333,242.95333366666668,237.48333766666667,239.7599943333333,228.69248966666663,397933.3333333333
2019-07-07,239.36666866666667,240.5466663333333,235.30667133333333,237.22999566666667,226.2792663333333,418966.6666666667
2019-07-08,236.770004,238.139999,233.130005,234.699997,223.866043,440000.0
2019-07-09,233.020004,238.160004,232.580002,238.0,227.013718,448900.0
2019-07-10,238.850006,240.410004,237.610001,238.0,227.013718,511000.0
2019-07-11,239.300003,241.410004,237.850006,240.279999,229.188477,290200.0
2019-07-12,240.759995,245.259995,239.330002,245.119995,233.805054,294000.0
2019-07-13,242.5066633333333,245.5066633333333,240.85333266666663,245.14666233333327,233.83050033333333,261933.3333333333
2019-07-14,244.25333166666667,245.75333166666667,242.3766633333333,245.17332966666663,233.85594666666668,229866.66666666663
2019-07-15,246.0,246.0,243.899994,245.199997,233.881393,197800.0
2019-07-16,245.210007,246.360001,240.919998,241.570007,230.418945,334200.0
2019-07-17,241.550003,243.490005,241.190002,241.580002,230.428497,290100.0
2019-07-18,241.529999,245.850006,241.169998,245.729996,234.386917,288500.0
2019-07-19,246.490005,247.570007,240.619995,240.979996,229.856186,411600.0
