Date,Open,High,Low,Close,Adj Close,Volume
2021-07-01,102.000000,103.099998,101.610001,102.339996,95.034470,16376200
2021-07-02,102.730003,103.160004,102.279999,102.680000,95.350189,16421400
2021-07-06,102.680000,103.709999,101.959999,103.459999,96.074509,15654200
2021-07-07,103.419998,104.349998,103.040001,103.839996,96.427368,14413500
2021-07-08,103.180000,104.150002,102.959999,103.879997,96.464531,9538400
2021-07-09,104.349998,105.440002,104.029999,105.400002,97.876022,9087900
2021-07-12,105.330002,106.330002,105.190002,106.169998,98.591049,6150500
2021-07-13,105.930000,106.080002,104.379997,104.639999,97.170265,10277000
2021-07-14,104.820000,105.800003,104.510002,105.489998,97.959587,6584500
2021-07-15,105.309998,105.870003,105.260002,105.760002,98.210335,5393200
2021-07-16,106.220001,106.540001,105.699997,105.779999,98.228882,7061100
2021-07-19,104.830002,104.889999,103.169998,103.930000,96.510956,12408200
2021-07-20,104.519997,106.650002,104.379997,106.269997,98.683914,8337700
2021-07-21,106.519997,106.809998,105.940002,106.099998,98.526047,7475900
2021-07-22,105.650002,105.760002,104.830002,105.309998,97.792435,4917100
2021-07-23,105.680000,106.410004,105.440002,106.250000,98.665329,5695600
2021-07-26,106.139999,106.470001,105.489998,106.180000,98.600342,4069000
2021-07-27,106.150002,107.089996,105.769997,106.959999,99.324661,6394500
2021-07-28,106.820000,106.989998,106.080002,106.449997,98.851074,7576300
2021-07-29,106.720001,107.500000,106.360001,106.449997,98.851074,5299900
2021-07-30,106.660004,107.989998,106.500000,106.720001,99.101776,5865600
2021-08-02,107.089996,107.940002,106.370003,106.480003,98.878929,7787900
2021-08-03,106.790001,106.900002,105.989998,106.690002,99.073936,6865200
